pmid,start_line,end_line
1989968.0,257354,257530
19911162.0,257532,257819
19912567.0,257821,258050
19926865.0,258052,258320
19936050.0,258322,258780
19936058.0,258782,259101
19936069.0,259103,259328
19936246.0,259330,259514
19936291.0,259516,259838
19956538.0,259840,260007
19956743.0,260009,260304
19965420.0,260306,260412
19965430.0,260414,260569
19965431.0,260571,260699
19968551.0,260701,260932
20003133.0,260934,261217
20008571.0,261219,261395
20032079.0,261397,261651
20047666.0,261653,261769
2005862.0,261771,261969
20059741.0,261971,262209
20069414.0,262211,262592
20075913.0,262594,262779
2014258.0,262781,262924
2016056.0,262926,263116
2017358.0,263118,263293
20176981.0,263295,263389
20179963.0,263391,263605
20191364.0,263607,263875
20196812.0,263877,264134
20199683.0,264136,264371
20200067.0,264373,264514
20212123.0,264516,264746
20219831.0,264748,265026
20221689.0,265028,265286
2022320.0,265288,265415
20223762.0,265417,265651
20228246.0,265653,265837
20232157.0,265839,266039
20237017.0,266041,266266
20305121.0,266268,266483
20335404.0,266485,266744
20339925.0,266746,266920
20345602.0,266922,267162
20400678.0,267164,267430
20404497.0,267432,267644
20409008.0,267646,267913
2041733.0,267915,268055
20421496.0,268057,268309
20448101.0,268311,268590
20453116.0,268592,268839
20472699.0,268841,269138
20488892.0,269140,269325
2052542.0,269327,269540
20532241.0,269542,269868
20537040.0,269870,270107
20551613.0,270109,270271
20558569.0,270273,270492
20581123.0,270494,270712
20581308.0,270714,270934
20592258.0,270936,271197
20605912.0,271199,271446
2062649.0,271448,271634
2062657.0,271636,271820
20628248.0,271822,272057
20637177.0,272059,272256
20670614.0,272258,272543
20693409.0,272545,272784
20696670.0,272786,273013
20699296.0,273015,273270
2071021.0,273272,273466
20731530.0,273468,273668
20735771.0,273670,273924
20807370.0,273926,274110
20819789.0,274112,274334
20823340.0,274336,274599
20828382.0,274601,274963
20833728.0,274965,275231
20864544.0,275233,275499
20884803.0,275501,275667
20886102.0,275669,275723
2088734.0,275725,276105
20921179.0,276107,276183
20924026.0,276185,276444
20926553.0,276446,276713
20933433.0,276715,276960
20937610.0,276962,277184
20971897.0,277186,277415
20974893.0,277417,277596
2102377.0,277598,277920
2102870.0,277922,278134
21030647.0,278136,278214
2103487.0,278216,278389
21037104.0,278391,278631
21037569.0,278633,278876
21070416.0,278878,279089
21076810.0,279091,279325
21084430.0,279327,279599
21104003.0,279601,279808
21109580.0,279810,279894
21120617.0,279896,280060
21127990.0,280062,280293
21135217.0,280295,280391
21143845.0,280393,280764
21144126.0,280766,280918
21169292.0,280920,281011
21173259.0,281013,281216
21175888.0,281218,281425
21196519.0,281427,281630
21198362.0,281632,281847
21199890.0,281849,282020
21205619.0,282022,282054
21211047.0,282056,282402
21217756.0,282404,282560
21217757.0,282562,282725
21219511.0,282727,282956
21220762.0,282958,283220
2125202.0,283222,283546
21270392.0,283548,283807
21299659.0,283809,284050
21312041.0,284052,284296
21325139.0,284298,284521
21327386.0,284523,284741
21327835.0,284743,284966
21335375.0,284968,285192
21339479.0,285194,285388
2136626.0,285390,285521
2136630.0,285523,285776
2136632.0,285778,286026
21367847.0,286028,286259
21368132.0,286261,286468
21385724.0,286470,286678
21402917.0,286680,286943
21406680.0,286945,287188
21414237.0,287190,287490
21421812.0,287492,287726
21423772.0,287728,287985
21441432.0,287987,288203
21443628.0,288205,288356
21444336.0,288358,288672
21473768.0,288674,289011
21474435.0,289013,289230
21475967.0,289232,289500
21477122.0,289502,289702
21482771.0,289704,289867
2148863.0,289869,290047
21490302.0,290049,290292
21493812.0,290294,290519
21515578.0,290521,290811
2151715.0,290813,290977
2152119.0,290979,291164
2152127.0,291166,291349
2152133.0,291351,291594
21540434.0,291596,291814
2155212.0,291816,291925
21569389.0,291927,292404
2158100.0,292406,292648
2159936.0,292650,292839
21599988.0,292841,293073
21617032.0,293075,293351
21622345.0,293353,293545
21628197.0,293547,293770
2163028.0,293772,293937
21638061.0,293939,294207
21640170.0,294209,294428
21653193.0,294430,294656
21659148.0,294658,294793
2165968.0,294795,294978
2166229.0,294980,295184
2166942.0,295186,295319
21679315.0,295321,295547
21685176.0,295549,295794
21685260.0,295796,296015
21687735.0,296017,296324
21690302.0,296326,296599
21695572.0,296601,296859
2170105.0,296861,297078
2170354.0,297080,297351
2172058.0,297353,297601
21730199.0,297603,297878
21730358.0,297880,298159
2174015.0,298161,298449
2174354.0,298451,298526
2177522.0,298528,298776
21792633.0,298778,298964
21808030.0,298966,299237
21825105.0,299239,299502
21852416.0,299504,299761
21868675.0,299763,299900
21875968.0,299902,300177
2189408.0,300179,300353
21908441.0,300355,300622
21926304.0,300624,300892
21928439.0,300894,301064
21931818.0,301066,301336
21946354.0,301338,301513
21952936.0,301515,301731
21954158.0,301733,301982
21954998.0,301984,302208
21963820.0,302210,302361
21967390.0,302363,302645
21976020.0,302647,302880
21999882.0,302882,303220
22009288.0,303222,303461
22016430.0,303463,303734
22027895.0,303736,304022
22031445.0,304024,304166
22065420.0,304168,304445
22080596.0,304447,304670
22106275.0,304672,304853
22121198.0,304855,305252
22123901.0,305254,305529
22125498.0,305531,305731
22135357.0,305733,306041
22135431.0,306043,306226
22138152.0,306228,306484
22156165.0,306486,306707
22158678.0,306709,306916
22174072.0,306918,307183
22193705.0,307185,307457
22292043.0,307459,307637
22319053.0,307639,307866
22319075.0,307868,308121
22332840.0,308123,308290
22348028.0,308292,308589
22348040.0,308591,308827
22348228.0,308829,309064
22366304.0,309066,309285
22384320.0,309287,309556
22384344.0,309558,309813
22417282.0,309815,309886
22426856.0,309888,310126
22451905.0,310128,310343
22454455.0,310345,310571
2247441.0,310573,310754
2249254.0,310756,310883
22495966.0,310885,311077
22498772.0,311079,311301
22505628.0,311303,311520
22517751.0,311522,311665
22523204.0,311667,311888
22527397.0,311890,312109
22530598.0,312111,312345
22542971.0,312347,312541
22562610.0,312543,312753
22563127.0,312755,312962
22576849.0,312964,313245
22581231.0,313247,313411
22586469.0,313413,313680
22588802.0,313682,314127
22611232.0,314129,314390
22639639.0,314392,314678
22648613.0,314680,314863
22649507.0,314865,315108
22660545.0,315110,315291
22660546.0,315293,315458
22660547.0,315460,315620
2266939.0,315622,315836
22669891.0,315838,316024
22683264.0,316026,316241
22689990.0,316243,316461
22693572.0,316463,316709
22696296.0,316711,316974
22702356.0,316976,317194
22706644.0,317196,317438
22708543.0,317440,317641
22711828.0,317643,317922
22714805.0,317924,318169
22732243.0,318171,318445
22744982.0,318447,318713
22750542.0,318715,318961
22751213.0,318963,319191
22772589.0,319193,319479
22773815.0,319481,319725
22802642.0,319727,319974
22822150.0,319976,320102
22822204.0,320104,320321
22829149.0,320323,320504
22829778.0,320506,320762
22835533.0,320764,320927
22847075.0,320929,321211
22855831.0,321213,321319
22863334.0,321321,321601
22865912.0,321603,321867
22892319.0,321869,322076
22911570.0,322078,322293
22915736.0,322295,322560
22925529.0,322562,322893
22937104.0,322895,323122
22942379.0,323124,323340
22945943.0,323342,323604
22961131.0,323606,323866
22961134.0,323868,324152
22963372.0,324154,324423
2296602.0,324425,324610
22968911.0,324612,324882
22977281.0,324884,325156
22986680.0,325158,325411
2298748.0,325413,325733
23020630.0,325735,325983
2303027.0,325985,326208
2304916.0,326210,326366
23052023.0,326368,326684
23054225.0,326686,326934
23055943.0,326936,327252
23087700.0,327254,327469
23110898.0,327471,327697
23113982.0,327699,328031
23128603.0,328033,328282
23136494.0,328284,328513
23136504.0,328515,328728
23144728.0,328730,328917
23150645.0,328919,329207
23152915.0,329209,329460
23154534.0,329462,329684
23175742.0,329686,329914
23198870.0,329916,330133
23222653.0,330135,330399
23231659.0,330401,330706
23250214.0,330708,330906
23250449.0,330908,331147
23266636.0,331149,331362
23268839.0,331364,331627
23279660.0,331629,331914
23313174.0,331916,332130
23322364.0,332132,332350
23326325.0,332352,332549
23336247.0,332551,332759
23349137.0,332761,332988
23354974.0,332990,333254
23365644.0,333256,333443
23377180.0,333445,333611
23388059.0,333613,333933
23388879.0,333935,333993
23390600.0,333995,334204
23408433.0,334206,334482
2341031.0,334484,334758
23424244.0,334760,334975
23432463.0,334977,335195
23437002.0,335197,335619
23451851.0,335621,335821
23456690.0,335823,336162
23457233.0,336164,336383
23460898.0,336385,336553
23463776.0,336555,336847
23469147.0,336849,336994
23474695.0,336996,337284
23479633.0,337286,337531
23486080.0,337533,337774
23487777.0,337776,338037
23509266.0,338039,338299
23512852.0,338301,338515
23530217.0,338517,338739
23538550.0,338741,339014
23539086.0,339016,339237
23575343.0,339239,339352
23586588.0,339354,339590
23590975.0,339592,339835
23602109.0,339837,339988
23607313.0,339990,340206
23636865.0,340208,340485
23637782.0,340487,340780
23638689.0,340782,340954
23645501.0,340956,341089
23649167.0,341091,341367
23667491.0,341369,341675
23671421.0,341677,341951
23676884.0,341953,342215
23677936.0,342217,342411
2369901.0,342413,342614
23733887.0,342616,342854
23735295.0,342856,343075
23739895.0,343077,343265
23759205.0,343267,343536
23776674.0,343538,343755
23790630.0,343757,343945
23795714.0,343947,344169
2381419.0,344171,344361
23815483.0,344363,344405
23816351.0,344407,344564
23824238.0,344566,344874
23825971.0,344876,345141
23826856.0,345143,345491
23832511.0,345493,345709
23834287.0,345711,345926
23839787.0,345928,346122
23840585.0,346124,346437
23840682.0,346439,346663
23877074.0,346665,346983
23880865.0,346985,347211
23881393.0,347213,347406
23890100.0,347408,347757
23894539.0,347759,348014
23898034.0,348016,348233
23898176.0,348235,348509
23902747.0,348511,348648
23911471.0,348650,348805
23911729.0,348807,348960
23918422.0,348962,349089
23918425.0,349091,349215
23918427.0,349217,349321
23919159.0,349323,349592
23924433.0,349594,349941
23933881.0,349943,350152
23951124.0,350154,350389
23963672.0,350391,350637
23964025.0,350639,350856
23966872.0,350858,351099
23999907.0,351101,351410
24014577.0,351412,351644
24023610.0,351646,351983
24033746.0,351985,352202
24038653.0,352204,352429
24042570.0,352431,352705
24048647.0,352707,352959
24050704.0,352961,353228
24053212.0,353230,353605
24058158.0,353607,353840
24072327.0,353842,354125
24086146.0,354127,354445
24089437.0,354447,354646
24089449.0,354648,354774
24112765.0,354776,355026
24146624.0,355028,355337
24178260.0,355339,355565
24193168.0,355567,355807
24203051.0,355809,356054
24214124.0,356056,356265
24218327.0,356267,356480
24218490.0,356482,356665
24220337.0,356667,356867
24244620.0,356869,357085
24246379.0,357087,357330
24248366.0,357332,357570
24284817.0,357572,357853
24286468.0,357855,358094
24299295.0,358096,358314
24307553.0,358316,358472
24324772.0,358474,358636
24333683.0,358638,358915
24343198.0,358917,359243
24372721.0,359245,359480
24378757.0,359482,359708
24381067.0,359710,359969
24381105.0,359971,360205
24387628.0,360207,360475
24389746.0,360477,360618
24397545.0,360620,361023
24400634.0,361025,361258
2440887.0,361260,361495
24435212.0,361497,361695
24465684.0,361697,361910
24473076.0,361912,362077
24473899.0,362079,362295
24488960.0,362297,362507
24488968.0,362509,362778
2449605.0,362780,362939
24498020.0,362941,363180
24499933.0,363182,363478
24500208.0,363480,363708
24514905.0,363710,363982
24524734.0,363984,364349
2452963.0,364351,364535
24564817.0,364537,364904
24576457.0,364906,365062
24578508.0,365064,365330
24586488.0,365332,365526
24587335.0,365528,365781
2458877.0,365783,366038
24595403.0,366040,366266
24603432.0,366268,366410
24607887.0,366412,366642
2461225.0,366644,366793
24633051.0,366795,367040
24656337.0,367042,367262
2466240.0,367264,367483
24673766.0,367485,367700
24683184.0,367702,367919
24685595.0,367921,368133
2470645.0,368135,368299
24706551.0,368301,368525
24706552.0,368527,368765
24707045.0,368767,368951
24710069.0,368953,369192
24718683.0,369194,369382
24722550.0,369384,369658
24725255.0,369660,369888
2472603.0,369890,370088
24727730.0,370090,370380
24743518.0,370382,370682
24747759.0,370684,370812
2474829.0,370814,371099
24761964.0,371101,371350
24767112.0,371352,371593
24777345.0,371595,371870
24784758.0,371872,372138
24786611.0,372140,372376
24790109.0,372378,372534
2479535.0,372536,372756
24804793.0,372758,373076
24817160.0,373078,373319
24817587.0,373321,373592
24823698.0,373594,373747
2482436.0,373749,373962
24845624.0,373964,374252
24846334.0,374254,374448
24847713.0,374450,374719
24854713.0,374721,374953
24865494.0,374955,375178
24869634.0,375180,375347
24872380.0,375349,375590
24885787.0,375592,375969
24886084.0,375971,376230
24888539.0,376232,376489
24893844.0,376491,376852
24898122.0,376854,377204
24902980.0,377206,377426
24908501.0,377428,377652
24928984.0,377654,377910
24929517.0,377912,378219
24939185.0,378221,378486
24950893.0,378488,378761
24951479.0,378763,378976
24962048.0,378978,379193
24966130.0,379195,379447
24970866.0,379449,379716
24980907.0,379718,379798
24987012.0,379800,380128
2499764.0,380130,380391
25004933.0,380393,380558
25005919.0,380560,380778
25009146.0,380780,381046
25035400.0,381048,381270
25035406.0,381272,381496
25053252.0,381498,381751
25070638.0,381753,381986
25071797.0,381988,382289
25074550.0,382291,382561
25082399.0,382563,382780
25084677.0,382782,383075
25120948.0,383077,383296
25122482.0,383298,383561
25124843.0,383563,383823
2515291.0,383825,384110
25164883.0,384112,384375
25166276.0,384377,384639
25190528.0,384641,384869
2519113.0,384871,384972
25195692.0,384974,385195
25199535.0,385197,385473
25201957.0,385475,385666
25203637.0,385668,385927
25222534.0,385929,386077
25228689.0,386079,386326
25230896.0,386328,386596
25236445.0,386598,386871
25246578.0,386873,387129
25258187.0,387131,387319
25258377.0,387321,387592
25261982.0,387594,387886
25271305.0,387888,388166
25279696.0,388168,388375
25287450.0,388377,388664
25316311.0,388666,388981
25326723.0,388983,389252
25341533.0,389254,389469
25344411.0,389471,389732
25348423.0,389734,390074
2535522.0,390076,390308
2535537.0,390310,390643
25356773.0,390645,390925
25359728.0,390927,391182
25369033.0,391184,391517
25369196.0,391519,391705
25375861.0,391707,391969
25385333.0,391971,392278
25388988.0,392280,392562
2540411.0,392564,392790
25406063.0,392792,392925
25406544.0,392927,393156
25416287.0,393158,393423
2542939.0,393425,393597
25452420.0,393599,393839
25465405.0,393841,394075
25465407.0,394077,394268
25474422.0,394270,394463
25475173.0,394465,394858
2547608.0,394860,395021
25482807.0,395023,395216
2548734.0,395218,395356
2548850.0,395358,395524
2549259.0,395526,395813
2549381.0,395815,395933
25494463.0,395935,396098
25503246.0,396100,396428
25504539.0,396430,396604
25512525.0,396606,396885
25516601.0,396887,397066
25527104.0,397068,397376
25527708.0,397378,397588
25531751.0,397590,397754
25532107.0,397756,398077
25549672.0,398079,398296
2555157.0,398298,398515
2555179.0,398517,398779
2555180.0,398781,398992
2556710.0,398994,399194
2556713.0,399196,399333
2557990.0,399335,399701
2557991.0,399703,399891
2557992.0,399893,400111
25582570.0,400113,400279
2559311.0,400281,400564
25595526.0,400566,400879
25599833.0,400881,401085
25600571.0,401087,401281
25612674.0,401283,401519
25616871.0,401521,401740
25616873.0,401742,401912
25626174.0,401914,402305
2562763.0,402307,402567
25636202.0,402569,402813
2563713.0,402815,403004
25644697.0,403006,403181
25647576.0,403183,403344
25652257.0,403346,403573
25652714.0,403575,403802
25653306.0,403804,404013
2565856.0,404015,404215
25663621.0,404217,404429
25679041.0,404431,404734
25680349.0,404736,405048
25690715.0,405050,405339
25690716.0,405341,405656
25713378.0,405658,405900
25719542.0,405902,406162
25725436.0,406164,406420
25733907.0,406422,406636
25738957.0,406638,406974
25742625.0,406976,407237
25756528.0,407239,407490
25764179.0,407492,407823
25774204.0,407825,408181
2577507.0,408183,408303
25775549.0,408305,408559
25783031.0,408561,408788
25792252.0,408790,408993
25794936.0,408995,409183
25805314.0,409185,409463
25806518.0,409465,409736
2580829.0,409738,409987
2583513.0,409989,410147
25840559.0,410149,410431
2584183.0,410433,410635
25845500.0,410637,410864
25847872.0,410866,411019
25851237.0,411021,411249
25859254.0,411251,411504
25881062.0,411506,411666
25884393.0,411668,412002
25888589.0,412004,412223
25895479.0,412225,412462
25901087.0,412464,412689
25902765.0,412691,412922
25911745.0,412924,413178
25912045.0,413180,413390
25914584.0,413392,413611
25914587.0,413613,413826
25918116.0,413828,414028
25922491.0,414030,414249
25923975.0,414251,414552
25943393.0,414554,414838
25944100.0,414840,415059
25948706.0,415061,415198
25966324.0,415200,415467
25969552.0,415469,415761
25988582.0,415763,415972
26017568.0,415974,416224
26019188.0,416226,416413
26024520.0,416415,416665
26025525.0,416667,416897
26030746.0,416899,417098
26036253.0,417100,417349
26038364.0,417351,417630
26039083.0,417632,417839
26039468.0,417841,418045
26042133.0,418047,418262
26049736.0,418264,418592
26063660.0,418594,418800
26070844.0,418802,418994
26078720.0,418996,419259
26081946.0,419261,419525
26084920.0,419527,419792
26090679.0,419794,420036
26093144.0,420038,420292
26096642.0,420294,420516
26111542.0,420518,420733
26115014.0,420735,420976
26124097.0,420978,421229
26134161.0,421231,421477
26136266.0,421479,421810
26147461.0,421812,422036
26209554.0,422038,422263
26220224.0,422265,422495
26220950.0,422497,422721
26253737.0,422723,422973
26269544.0,422975,423204
26269546.0,423206,423456
26276834.0,423458,423682
2628175.0,423684,423883
26282053.0,423885,424050
26284091.0,424052,424248
2628434.0,424250,424497
26289207.0,424499,424768
26296964.0,424770,424992
26303363.0,424994,425225
26305953.0,425227,425500
26333837.0,425502,425739
26357905.0,425741,425770
26371882.0,425772,425984
26373661.0,425986,426220
26374232.0,426222,426456
26379694.0,426458,426618
26381482.0,426620,426651
26398628.0,426653,426892
26410301.0,426894,427124
26434719.0,427126,427350
26440799.0,427352,427553
26442654.0,427555,427833
26457425.0,427835,427986
26462033.0,427988,428257
26463995.0,428259,428486
26464512.0,428488,428668
26473199.0,428670,428826
26488483.0,428828,429104
26488577.0,429106,429380
26496865.0,429382,429701
26509792.0,429703,429973
26511496.0,429975,430208
26518212.0,430210,430427
2651890.0,430429,430709
26523777.0,430711,430847
26530038.0,430849,431081
26545737.0,431083,431480
26553984.0,431482,431735
26564952.0,431737,431953
26566917.0,431955,432159
26593156.0,432161,432403
26620527.0,432405,432678
26628745.0,432680,432912
26631490.0,432914,433192
26643268.0,433194,433423
2664447.0,433425,433582
26645456.0,433584,433815
26650613.0,433817,434090
26659597.0,434092,434384
26668366.0,434386,434632
26672071.0,434634,434867
26672614.0,434869,435108
26689855.0,435110,435329
26712829.0,435331,435551
26720856.0,435553,435774
26724806.0,435776,436106
2673545.0,436108,436227
26745722.0,436229,436519
26747286.0,436521,436719
26748511.0,436721,436914
2674946.0,436916,437121
26754667.0,437123,437394
26764126.0,437396,437612
26767748.0,437614,437830
26771182.0,437832,438063
26786479.0,438065,438406
26798027.0,438408,438673
26801971.0,438675,438961
2680596.0,438963,439148
26813621.0,439150,439355
26842991.0,439357,439591
26842992.0,439593,439803
26848539.0,439805,439991
26849237.0,439993,440319
26858403.0,440321,440577
26858743.0,440579,440782
2687273.0,440784,440916
26880748.0,440918,441205
26895334.0,441207,441434
26896330.0,441436,441684
26903034.0,441686,441957
26905724.0,441959,442171
26908583.0,442173,442440
26908760.0,442442,442668
26911156.0,442670,443014
26920048.0,443016,443229
26923484.0,443231,443465
26926793.0,443467,443722
26930509.0,443724,443915
26979328.0,443917,444171
26992364.0,444173,444347
27003507.0,444349,444488
27012534.0,444490,444710
27018765.0,444712,444870
27030359.0,444872,445116
27031623.0,445118,445421
27062090.0,445423,445643
27071055.0,445645,445877
27077660.0,445879,446079
27083560.0,446081,446371
27084594.0,446373,446646
27095196.0,446648,446860
27100184.0,446862,447134
27121008.0,447136,447407
27129738.0,447409,447649
27161567.0,447651,447888
27169562.0,447890,448113
27182966.0,448115,448283
27185945.0,448285,448455
27194582.0,448457,448649
27198923.0,448651,448876
27203556.0,448878,449094
27208224.0,449096,449359
27208251.0,449361,449608
27208252.0,449610,449838
27208260.0,449840,450062
27208311.0,450064,450272
27221383.0,450274,450508
27233668.0,450510,450787
27246760.0,450789,450938
27261000.0,450940,451176
27262126.0,451178,451393
27268962.0,451395,451683
27279278.0,451685,451916
27282997.0,451918,452138
27296443.0,452140,452379
27297560.0,452381,452715
27304955.0,452717,453010
27307257.0,453012,453288
27307546.0,453290,453514
2731539.0,453516,453721
27317675.0,453723,453934
2732453.0,453936,454294
27328708.0,454296,454516
27332982.0,454518,454757
27345221.0,454759,454988
27348435.0,454990,455184
27352627.0,455186,455537
27354512.0,455539,455799
27356975.0,455801,456272
27379519.0,456274,456527
27391593.0,456529,456773
27404272.0,456775,457027
27406166.0,457029,457202
27412713.0,457204,457462
27414025.0,457464,457786
27422554.0,457788,457999
27422993.0,458001,458226
27432988.0,458228,458422
27440865.0,458424,458674
27440866.0,458676,458864
27442592.0,458866,459113
27457125.0,459115,459384
27457981.0,459386,459591
27460945.0,459593,459850
27461139.0,459852,460074
27466227.0,460076,460343
27467304.0,460345,460521
27467757.0,460523,460785
27468931.0,460787,461005
27474726.0,461007,461281
27484220.0,461283,461476
27493655.0,461478,461797
27498027.0,461799,462069
27510362.0,462071,462351
27511175.0,462353,462489
27512395.0,462491,462788
27523327.0,462790,462969
27526320.0,462971,463142
27531446.0,463144,463363
27538820.0,463365,463591
27541862.0,463593,463821
2754234.0,463823,464115
27552325.0,464117,464422
27564650.0,464424,464619
27574185.0,464621,464853
27585732.0,464855,465123
27587343.0,465125,465344
27590598.0,465346,465587
27591393.0,465589,465890
27596292.0,465892,466085
27600536.0,466087,466318
27609836.0,466320,466517
27614049.0,466519,466775
27621426.0,466777,467046
27621432.0,467048,467326
27648940.0,467328,467521
27655317.0,467523,467708
27659341.0,467710,467938
27660498.0,467940,468206
27662898.0,468208,468450
27670817.0,468452,468689
27695059.0,468691,469061
27702845.0,469063,469317
2770692.0,469319,469552
27708345.0,469554,469742
27709320.0,469744,470075
27714888.0,470077,470333
27717956.0,470335,470590
27729004.0,470592,470865
27729422.0,470867,471139
27733678.0,471141,471338
27739524.0,471340,471557
27746300.0,471559,471825
2775172.0,471827,471976
27762444.0,471978,472218
27769176.0,472220,472526
27770027.0,472528,472762
27770199.0,472764,472999
27780247.0,473001,473275
27789589.0,473277,473553
27791139.0,473555,473722
27793787.0,473724,473946
27803309.0,473948,474171
27809780.0,474173,474491
27814670.0,474493,474800
27815362.0,474802,474981
27825295.0,474983,475204
27825944.0,475206,475418
27830397.0,475420,475641
27832313.0,475643,475917
27858171.0,475919,476199
27866890.0,476201,476464
27867389.0,476466,476725
27871222.0,476727,476985
27871810.0,476987,477202
27872313.0,477204,477428
27876803.0,477430,477696
27895224.0,477698,477911
27898757.0,477913,478090
27898762.0,478092,478356
27902791.0,478358,478630
27917953.0,478632,478836
27968978.0,478838,479004
27968980.0,479006,479223
27979775.0,479225,479244
27992212.0,479246,479431
27995635.0,479433,479620
27999083.0,479622,479880
28007967.0,479882,480156
28013276.0,480158,480428
28039028.0,480430,480601
28039515.0,480603,480908
28040882.0,480910,481133
28045987.0,481135,481418
28049856.0,481420,481664
28055137.0,481666,481930
28067953.0,481932,482162
28073951.0,482164,482382
28078801.0,482384,482665
28079247.0,482667,482886
2810356.0,482888,483097
28108520.0,483099,483353
28108587.0,483355,483579
28114299.0,483581,483865
28121385.0,483867,484090
28122517.0,484092,484372
28132846.0,484374,484575
28143400.0,484577,484839
28163300.0,484841,485052
28166212.0,485054,485229
28175341.0,485231,485489
28177828.0,485491,485623
28186206.0,485625,485848
28188181.0,485850,486097
28188666.0,486099,486303
28189052.0,486305,486537
28194473.0,486539,486857
28198815.0,486859,487126
28202734.0,487128,487298
28204533.0,487300,487569
28204559.0,487571,487806
28206710.0,487808,488021
28216424.0,488023,488218
2822531.0,488220,488476
2822717.0,488478,488694
28228439.0,488696,488888
2823388.0,488890,489066
28235823.0,489068,489270
28238020.0,489272,489467
28254471.0,489469,489588
28254777.0,489590,489792
28256021.0,489794,490070
28262730.0,490072,490292
28267956.0,490294,490497
28267957.0,490499,490689
28277611.0,490691,490919
2828044.0,490921,491150
2828160.0,491152,491385
28287567.0,491387,491608
28289802.0,491610,491832
28296205.0,491834,492040
2829909.0,492042,492266
28300202.0,492268,492490
28301472.0,492492,492766
2831497.0,492768,492874
28315926.0,492876,493167
28319089.0,493169,493340
28324582.0,493342,493556
28338712.0,493558,493769
28339488.0,493771,493951
28342108.0,493953,494082
2834385.0,494084,494262
28346745.0,494264,494477
2835175.0,494479,494649
2835634.0,494651,494912
2836083.0,494914,495103
2836802.0,495105,495239
28373892.0,495241,495608
28375043.0,495610,495748
28379609.0,495750,495975
28381444.0,495977,496205
2838823.0,496207,496434
28389769.0,496436,496647
28389771.0,496649,496941
28396554.0,496943,497172
28398587.0,497174,497397
28399169.0,497399,497729
28400776.0,497731,497980
28403177.0,497982,498173
28403831.0,498175,498625
2841317.0,498627,498864
28418381.0,498866,499084
28422143.0,499086,499309
28446022.0,499311,499469
28447887.0,499471,499837
28448624.0,499839,500097
28455375.0,500099,500297
28458682.0,500299,500557
28468909.0,500559,500739
28472606.0,500741,500901
28480497.0,500903,501124
2848175.0,501126,501399
28487258.0,501401,501625
28490122.0,501627,501797
28499064.0,501799,502008
2850791.0,502010,502368
2852139.0,502370,502521
28522455.0,502523,502780
28526729.0,502782,503083
2853827.0,503085,503258
28547012.0,503260,503509
28549232.0,503511,503695
28553306.0,503697,504022
28557341.0,504024,504217
28587993.0,504219,504487
28598036.0,504489,504701
28605751.0,504703,504898
28629322.0,504900,505209
28630009.0,505211,505368
28630499.0,505370,505561
28634228.0,505563,505764
28637491.0,505766,506049
28637710.0,506051,506287
28647896.0,506289,506536
28659961.0,506538,506869
28672003.0,506871,507070
28678349.0,507072,507366
28681159.0,507368,507712
28701220.0,507714,508174
28715485.0,508176,508442
28721585.0,508444,508626
28722229.0,508628,508845
28724060.0,508847,509090
28724063.0,509092,509367
28724082.0,509369,509633
28726249.0,509635,509911
28729714.0,509913,510137
28730636.0,510139,510333
28732548.0,510335,510600
28733421.0,510602,510823
28740263.0,510825,510978
28744181.0,510980,511207
2875379.0,511209,511389
28754660.0,511391,511617
28761000.0,511619,511912
28764653.0,511914,512186
28768814.0,512188,512397
28770301.0,512399,512705
28774930.0,512707,512847
28779129.0,512849,513040
28780586.0,513042,513305
28780587.0,513307,513574
28784803.0,513576,513824
28795202.0,513826,514120
28796926.0,514122,514297
28808096.0,514299,514485
28811335.0,514487,514758
28814645.0,514760,514969
28815500.0,514971,515110
28818369.0,515112,515335
28821770.0,515337,515556
28831743.0,515558,515781
28836127.0,515783,516057
28837076.0,516059,516289
28838954.0,516291,516560
2885245.0,516562,516841
28861611.0,516843,517108
28871377.0,517110,517403
28874047.0,517405,517592
28875539.0,517594,517797
28877341.0,517799,518005
28877662.0,518007,518274
28886375.0,518276,518352
28886704.0,518354,518684
28887406.0,518686,518915
28891257.0,518917,519193
28899960.0,519195,519464
28914754.0,519466,519655
28916874.0,519657,519911
28916922.0,519913,520169
28922752.0,520171,520375
28931629.0,520377,520640
28936653.0,520642,520810
2894322.0,520812,520943
28951060.0,520945,521167
28952420.0,521169,521416
28953891.0,521418,521671
28965742.0,521673,521807
28969793.0,521809,522023
28970338.0,522025,522217
28978631.0,522219,522491
28979275.0,522493,522722
28981206.0,522724,522942
28981788.0,522944,523158
28986443.0,523160,523354
28986901.0,523356,523566
28986902.0,523568,523782
28986903.0,523784,523868
28986904.0,523870,524038
28986905.0,524040,524246
28986906.0,524248,524417
28986907.0,524419,524541
28986908.0,524543,524722
28986909.0,524724,524888
28986910.0,524890,525024
28986911.0,525026,525153
28986913.0,525155,525261
28992108.0,525263,525495
29021224.0,525497,525739
29025411.0,525741,526062
2903498.0,526064,526256
29037150.0,526258,526604
29041960.0,526606,526862
29044609.0,526864,527088
29052184.0,527090,527259
29052196.0,527261,527378
29052206.0,527380,527618
29054859.0,527620,527859
29056456.0,527861,528060
29062086.0,528062,528234
2906306.0,528236,528519
29071379.0,528521,528716
29073061.0,528718,528891
29075283.0,528893,529186
29085072.0,529188,529368
29087335.0,529370,529646
29089394.0,529648,529922
