pmid,annotations
18470191.0,"flowering, flowering, photoperiod, response, chromosome, flowering, chromosome, flowering, flowering, flowering, chromosome, chromosome, flowering"
1849854.0,
18508954.0,"photosynthesis, yield, carotenoid, content, carotenoid, content"
18516584.0,"flowering, fertilization, chromosome"
18524777.0,"leaves, leaves"
18539775.0,"inflorescence, development, flowering, flowering, flowering"
18557906.0,
18564380.0,
18591259.0,
1859865.0,
18669444.0,
18676978.0,
18688729.0,transformation
18701544.0,branching
18712342.0,"leaf, rust, chromosome, leaf, rust, leaf, rust"
18723774.0,"ADP-glucose, pyrophosphorylase, leaves, ADP-glucose, pyrophosphorylase"
18757553.0,"leaf, development, leaf, development"
18781168.0,
18790999.0,
18791250.0,
18797872.0,
18799595.0,
18799737.0,"inflorescence, development"
18800226.0,
18805949.0,"leaves, leaves, photosynthesis"
18830706.0,morphological
18832363.0,
18845841.0,"pigmentation, seed"
1886613.0,
1889090.0,seed
1889816.0,
18923021.0,"leaves, leaves"
18937034.0,
18937917.0,"protein, synthesis"
18941469.0,"seed, response, to, abscisic, acid, hormone, response, ABA, content, seed"
18944622.0,
18974402.0,"aleurone, color, aleurone, color, aleurone, color"
18987217.0,
18997117.0,"meristem, determinacy"
1899843.0,"bZIP, bZIP, bZIP"
19001287.0,"pigmentation, pigmentation, pigmentation, pigmentation, pigmentation"
19002491.0,
19011084.0,"transformation, transformation, transformation"
19054347.0,"relative, growth, rate, biomass, protein, content"
19073779.0,leaves
1912492.0,
19131630.0,"lipoxygenase, activity"
19132874.0,
19153156.0,"inflorescence, development"
19154226.0,"flowering, node, number, tassel, branch, zone"
1915859.0,leaves
19168717.0,
19179535.0,
19181865.0,"leaves, leaves, leaves, leaf, chlorosis, biomass, leaves, leaves"
19204030.0,"seed, maturation, seed, seed, seed"
19204280.0,chromosome
19227973.0,
19234085.0,"peroxidase, activity, peroxidase, activity"
19234120.0,transformation
19237309.0,cotyledon
19251626.0,
19251672.0,
19254800.0,
19255365.0,"cytoplasmic, male, sterility"
19255366.0,
19258439.0,"root, development, root, development, biomass"
19261072.0,
19299561.0,"chromosome, chromosome"
1932692.0,
19336692.0,chromosome
19346441.0,"seed, carotenoid, content, seed"
19352751.0,"chlorosis, leaves, chlorosis, tan, spot, tan, spot, chlorosis, tan, spot"
1937012.0,
1939268.0,
19392686.0,"carotenoid, content, yield"
19424177.0,
19424435.0,"shoot, development, shoot, development"
19436049.0,"root, mass"
19453441.0,"leaves, male, sterility"
19466451.0,"morphological, chromosome"
19474204.0,"flowering, flowering"
19504256.0,"seed, seed"
19521498.0,"chromosome, chromosome"
19556707.0,transformation
19562507.0,
19567707.0,leaves
19574436.0,
19575479.0,
19577780.0,
19592501.0,
19597726.0,"yield, flowering, drought, tolerance"
1961737.0,
19625637.0,"ADP-glucose, pyrophosphorylase, ADP-glucose, pyrophosphorylase"
19636587.0,
1963954.0,photosynthesis
19641027.0,"stress, response, abscisic, acid, accumulation"
1964592.0,
19646721.0,
19661422.0,"flowering, flowering, flowering"
19661427.0,
1967030.0,
1967051.0,
1967077.0,"ADP-glucose, pyrophosphorylase"
19682768.0,
19684578.0,
1968659.0,end
19712949.0,
1971947.0,
19719482.0,
19721751.0,
19749152.0,phyllotaxy
19759348.0,seed
1976254.0,
19767386.0,
1977657.0,
19789288.0,
19805815.0,
19822732.0,"chromosome, flowering, flowering, heading, date"
19825655.0,"leaves, pigmentation, leaves"
19854860.0,"leaves, leaves"
19884313.0,
1989968.0,
19911162.0,chromosome
19912567.0,
19926865.0,
19936050.0,
19936058.0,
19936069.0,
19936246.0,
19936291.0,chromosome
19956538.0,heterosis
19956743.0,
19965420.0,
19965430.0,
19965431.0,
19968551.0,"leaf, spot, flowering, flowering, flowering"
20003133.0,chromosome
20008571.0,"flowering, photoperiod, response, flowering, photoperiod, response"
20032079.0,"seed, yield, seed, photosynthetic, rate"
20047666.0,"abscisic, acid, content, seed, ABA, content"
2005862.0,"PEPC, PEPC, PEPC, PEPC"
20059741.0,"male, fertility"
20069414.0,"vitamin, E, seed, seed"
20075913.0,"seed, chromosome, chromosome"
2014258.0,
2016056.0,"chromosome, chromosome"
2017358.0,
20176981.0,
20179963.0,
20191364.0,"pigmentation, pigmentation"
20196812.0,branching
20199683.0,"seed, seed, seed, seed, seed, chromosome, seed, protein, content, seed"
20200067.0,flowering
20212123.0,
20219831.0,"growth, habit, growth, habit, flowering, growth, habit, growth, habit"
20221689.0,
2022320.0,
20223762.0,"leaves, branching"
20228246.0,"chromosome, chromosome, chromosome, chromosome, chromosome, chromosome, chromosome"
20232157.0,chromosome
20237017.0,
20305121.0,
20335404.0,
20339925.0,
20345602.0,seed
20400678.0,"fruit, weight"
20404497.0,"biomass, photosynthesis"
20409008.0,
2041733.0,
20421496.0,"growth, habit, determinacy"
20448101.0,
20453116.0,"leaves, leaves"
20472699.0,"biomass, yield"
20488892.0,"seed, seed, seed"
2052542.0,
20532241.0,"flowering, pollen, tube, growth, fertilization"
20537040.0,"response, to, abscisic, acid, leaves"
20551613.0,chromosome
20558569.0,"opaque, endosperm, opaque, endosperm, opaque, endosperm"
20581123.0,"plant, height"
20581308.0,chromosome
20592258.0,"grain, yield, grain, moisture, grain, yield, grain, yield"
20605912.0,
2062649.0,
2062657.0,end
20628248.0,chromosome
20637177.0,yield
20670614.0,chromosome
20693409.0,"leaves, leaves"
20696670.0,"fertilization, chromosome"
20699296.0,"inflorescence, branching"
2071021.0,
20731530.0,
20735771.0,"lateral, root, number"
20807370.0,lg
20819789.0,"delay, in, flowering, time"
20823340.0,"pigmentation, pigmentation, glume, pigmentation"
20828382.0,"seed, oleic, acid, level"
20833728.0,"determinacy, branching"
20864544.0,"flowering, flowering, flowering, flowering"
20884803.0,
20886102.0,
2088734.0,"leaf, development, liguleless, end, leaves"
20921179.0,
20924026.0,"seed, seed, seed, seed"
20926553.0,"chromosome, chromosome"
20933433.0,
20937610.0,"harvest, index, flowering, flowering, flowering"
20971897.0,chromosome
20974893.0,
2102377.0,
2102870.0,
21030647.0,
2103487.0,
21037104.0,"apomixis, apomixis"
21037569.0,
21070416.0,"lignin, content, lignin, biosynthesis"
21076810.0,"ethylene, response"
21084430.0,"flowering, stress, response, leaves"
21104003.0,"chromosome, chromosome"
21109580.0,
21120617.0,
21127990.0,chromosome
21135217.0,
21143845.0,
21144126.0,
21169292.0,
21173259.0,
21175888.0,"yield, nitrogen, content"
21196519.0,
21198362.0,
21199890.0,
21205619.0,
21211047.0,"phenology, flowering, flowering, flowering, flowering, plant, height, flowering, flowering, flowering, flowering"
21217756.0,"yield, leaf, angle, liguleless"
21217757.0,
21219511.0,
21220762.0,
2125202.0,end
21270392.0,"fertilization, fertilization"
21299659.0,
21312041.0,"bHLH, biomass, leaves, leaves, root, morphology, yield"
21325139.0,
21327386.0,leaves
21327835.0,"bZIP, seed"
21335375.0,morphological
21339479.0,
2136626.0,end
2136630.0,
2136632.0,
21367847.0,seed
21368132.0,
21385724.0,chromosome
21402917.0,anthracnose
21406680.0,"flowering, flowering, flowering"
21414237.0,"seed, seed, seed"
21421812.0,
21423772.0,morphological
21441432.0,"leaves, flowering, flowering, photoperiod, sensitivity"
21443628.0,seed
21444336.0,
21473768.0,seed
21474435.0,"seed, seed, fatty, acid, content, fatty, acid, content, seed, oil, content"
21475967.0,
21477122.0,"cold, tolerance, cold, tolerance"
21482771.0,
2148863.0,
21490302.0,
21493812.0,"lignin, content"
21515578.0,
2151715.0,
2152119.0,
2152127.0,
2152133.0,"transformation, leaves"
21540434.0,
2155212.0,
21569389.0,"SCN, SCN, SCN, SCN, SCN, SCN, SCN, SCN, SCN, SCN, SCN, SCN"
2158100.0,"PPDK, end, PPDK, end, PPDK, leaves, leaves, PPDK"
2159936.0,"DNA, modification, DNA, modification"
21599988.0,"branching, branching, coleoptile, length, seedling, vigor"
21617032.0,"floury, endosperm, leaves"
21622345.0,"shoot, development, leaves"
21628197.0,"inflorescence, development, leaves"
2163028.0,self-incompatibility
21638061.0,"salt, tolerance, germination, rate, salt, tolerance"
21640170.0,"seed, seed, seed"
21653193.0,
21659148.0,
2165968.0,morphological
2166229.0,
2166942.0,
21679315.0,"bHLH, LOB"
21685176.0,"flowering, flowering, flowering, flowering, leaves"
21685260.0,leaves
21687735.0,"leaf, angle, photosynthesis, yield, leaf, angle, leaf, development, leaf, angle"
21690302.0,
21695572.0,
2170105.0,
2170354.0,"photosynthesis, photosynthesis, chromosome"
2172058.0,pigmentation
21730199.0,
21730358.0,"flowering, flowering, flowering, flowering, leaves, flowering, leaves"
2174015.0,
2174354.0,
2177522.0,
21792633.0,leaves
21808030.0,"apical, dominance, dormancy, branching, branching"
21825105.0,
21852416.0,"yield, yield, leaves"
21868675.0,
21875968.0,"morphological, seed"
2189408.0,
21908441.0,biomass
21926304.0,"seed, seed"
21928439.0,
21931818.0,"palmitic, acid, content, palmitic, acid, content"
21946354.0,"apical, dominance"
21952936.0,"space, callus, induction, chromosome"
21954158.0,"protein, synthesis, seed, lysine, content, seed, opaque, endosperm, protein, synthesis"
21954998.0,seed
21963820.0,
21967390.0,
21976020.0,
21999882.0,"plant, height, acid, detergent, fiber, ADF"
22009288.0,"pollen, tube, growth"
22016430.0,"drought, tolerance"
22027895.0,
22031445.0,
22065420.0,
22080596.0,"leaf, development, leaves, leaf, development, leaf, development"
22106275.0,
22121198.0,"branching, amylose, content"
22123901.0,"leaf, development"
22125498.0,"morphological, flowering, flowering"
22135357.0,chromosome
22135431.0,"kernel, composition, kernel, composition, oil, composition"
22138152.0,seed
22156165.0,
22158678.0,
22174072.0,
22193705.0,
22292043.0,"internode, elongation"
22319053.0,"flowering, flowering"
22319075.0,chromosome
22332840.0,
22348028.0,
22348040.0,"salt, tolerance"
22348228.0,
22366304.0,
22384320.0,
22384344.0,"flowering, chromosome, photoperiod, response, photoperiod, sensitivity, flowering"
22417282.0,
22426856.0,
22451905.0,
22454455.0,
2247441.0,
2249254.0,
22495966.0,
22498772.0,"leaves, leaves"
22505628.0,"ear, morphology, morphological, morphological, morphological"
22517751.0,morphological
22523204.0,"anthocyanin, pigmentation"
22527397.0,"LOB, LBD, LBD, RTCL, RTCL"
22530598.0,"floral, organ, identity, floral, organ, identity, floral, organ, identity"
22542971.0,chromosome
22562610.0,
22563127.0,
22576849.0,
22581231.0,"seed, seed, shattering, seed, shattering"
22586469.0,
22588802.0,"chromosome, chromosome, chromosome, chromosome, chromosome, chromosome, chromosome"
22611232.0,seed
22639639.0,flowering
22648613.0,"lesion, formation, chromosome, leaves"
22649507.0,"internode, length, leaf, shape, height, yield, plant, height, chromosome, leaf, development"
22660545.0,yield
22660546.0,morphological
22660547.0,
2266939.0,"photosynthesis, leaves, leaves, PEPC"
22669891.0,leaves
22683264.0,
22689990.0,"hybrid, vigor, hybrid, vigor"
22693572.0,
22696296.0,
22702356.0,"leaves, leaves"
22706644.0,photosynthesis
22708543.0,end
22711828.0,"flowering, flowering, flowering, photoperiod, response, photoperiod, response, flowering, photoperiod, response, flowering"
22714805.0,"chromosome, lignin, content, forage, quality, biomass, chromosome"
22732243.0,
22744982.0,"LS, LS, LS, LS, LS"
22750542.0,
22751213.0,"yield, seed, yield, yield, yield, yield, seed, seed, seed, seed"
22772589.0,"kernel, composition"
22773815.0,"tassel, branch, angle"
22802642.0,yield
22822150.0,
22822204.0,
22829149.0,leaves
22829778.0,
22835533.0,"germination, rate"
22847075.0,"lignin, content"
22855831.0,"meristem, identity"
22863334.0,
22865912.0,leaves
22892319.0,"seed, opaque, endosperm"
22911570.0,"embryogenesis, embryogenesis, shoot, development, leaves"
22915736.0,
22925529.0,chromosome
22937104.0,"bZIP, seed, seed"
22942379.0,photosynthesis
22945943.0,"embryogenesis, morphological"
22961131.0,"branching, branching, branching"
22961134.0,chromosome
22963372.0,"branching, branching"
2296602.0,
22968911.0,"GLK, GLK, GLK, GLK, GLK, GLK, GLK, GLK, GLK, GLK"
22977281.0,
22986680.0,pigmentation
2298748.0,"protein, synthesis"
23020630.0,"plant, height, plant, height, lodging, chromosome, chromosome, plant, height"
2303027.0,
2304916.0,
23052023.0,
23054225.0,"chromosome, chromosome"
23055943.0,
23087700.0,chromosome
23110898.0,"end, end"
23113982.0,
23128603.0,"leaves, yield, water, use, efficiency, leaves, end"
23136494.0,"shattering, shattering, shattering"
23136504.0,"reproductive, period, grain, yield, yield, flowering, flowering, reproductive, period, flowering"
23144728.0,
23150645.0,seed
23152915.0,"leaves, MS, photosynthesis"
23154534.0,
23175742.0,
23198870.0,
23222653.0,
23231659.0,
23250214.0,leaves
23250449.0,chromosome
23266636.0,pigmentation
23268839.0,seed
23279660.0,
23313174.0,leaves
23322364.0,"seed, seed, seed, seed"
23326325.0,"drought, tolerance, relative, water, content, proline, content, biomass, yield, drought, tolerance"
23336247.0,"flowering, flowering, flowering, flowering"
23349137.0,
23354974.0,seed
23365644.0,
23377180.0,"kernel, row, number, seed, yield, kernel, row, number"
23388059.0,"flowering, flowering, flowering, flowering, flowering, flowering, flowering"
23388879.0,
23390600.0,"male, sterile"
23408433.0,seed
2341031.0,"pigmentation, seed, chromosome, chromosome, chromosome, yield"
23424244.0,
23432463.0,
23437002.0,"flowering, flowering, flowering, flowering"
23451851.0,"embryogenesis, embryogenesis, protein, synthesis"
23456690.0,"root, development"
23457233.0,"chromosome, chromosome"
23460898.0,
23463776.0,"seed, flowering, seed"
23469147.0,
23474695.0,"grain, yield"
23479633.0,
23486080.0,"soybean, aphid, soybean, aphid, aphid, resistance, soybean, aphid, aphid, resistance, aphid, resistance, chromosome, chromosome, soybean, aphid"
23487777.0,
23509266.0,
23512852.0,
23530217.0,"chromosome, chromosome, chromosome, chromosome, chromosome, chromosome"
23538550.0,
23539086.0,
23575343.0,
23586588.0,"lysine, content, branching"
23590975.0,
23602109.0,
23607313.0,
23636865.0,"stem, elongation, heat, tolerance, flowering, seed, leaves, leaves, flowering, flowering, plant, height, flowering, seed, seed"
23637782.0,
23638689.0,"seed, seed"
23645501.0,
23649167.0,
23667491.0,chlorosis
23671421.0,
23676884.0,"pollen, tube, growth, fertilization, flowering, pollen, tube, growth, pollen, tube, growth, pollen, tube, growth"
23677936.0,morphological
2369901.0,"pigmentation, seed"
23733887.0,"vitamin, E, vitamin, E, vitamin, E"
23735295.0,
23739895.0,
23759205.0,"seed, flowering"
23776674.0,"lodging, harvest, index, plant, height"
23790630.0,"yield, leaves, leaves, chromosome"
23795714.0,
2381419.0,
23815483.0,
23816351.0,
23824238.0,"pollen, tube, growth, pollen, tube, growth"
23825971.0,chromosome
23826856.0,"kernel, weight, grain, yield, grain, yield, kernel, weight, PB, kernel, weight, grain, yield"
23832511.0,
23834287.0,
23839787.0,
23840585.0,lodging
23840682.0,"embryogenesis, embryogenesis, embryogenesis, embryogenesis, embryogenesis"
23877074.0,"chromosome, chromosome, chromosome, chromosome, chromosome, chromosome"
23880865.0,
23881393.0,"chlorosis, photosynthesis, chromosome"
23890100.0,
23894539.0,"response, to, salt"
23898034.0,
23898176.0,chromosome
23902747.0,
23911471.0,
23911729.0,"response, to, abscisic, acid, seed"
23918422.0,
23918425.0,
23918427.0,
23919159.0,"dormancy, seed, seed, seed, dormancy, seed, seed, seed"
23924433.0,"iron, uptake"
23933881.0,"leaf, development, leaves, leaf, development"
23951124.0,
23963672.0,"lipid, content, lipid, content, lipid, content, invertase, activity"
23964025.0,
23966872.0,
23999907.0,"pollen, fertility, seed, pollen, fertility"
24014577.0,"chromosome, chromosome, chromosome"
24023610.0,"flowering, flowering, flowering, flowering, flowering, flowering, flowering, flowering"
24033746.0,flowering
24038653.0,
24042570.0,
24048647.0,
24050704.0,
24053212.0,"photosynthesis, BS, BS, BS"
24058158.0,"embryogenesis, seed"
24072327.0,
24086146.0,"drought, tolerance, drought, tolerance, drought, tolerance, drought, tolerance, drought, tolerance"
24089437.0,"gravitropism, inflorescence, development, gravitropism, gravitropism, inflorescence, development, gravitropism, inflorescence, development"
24089449.0,"photoperiod, sensitivity, photoperiod, sensitivity, flowering, flowering"
24112765.0,end
24146624.0,
24178260.0,"leaves, leaves, leaves, leaves"
24193168.0,"pollen, tube, growth, pollen, tube, growth"
24203051.0,chromosome
24214124.0,"internode, elongation, plant, height"
24218327.0,"yield, yield, drought, tolerance, yield, yield, yield, yield, heterosis"
24218490.0,
24220337.0,"germination, rate"
24244620.0,
24246379.0,pigmentation
24248366.0,"seed, seed, seed, seed"
24284817.0,"flowering, seed, flowering, flowering, flowering, flowering, flowering"
24286468.0,chromosome
24299295.0,
24307553.0,"branching, seed, morphological"
24324772.0,
24333683.0,
24343198.0,
24372721.0,
24378757.0,"ADP-glucose, pyrophosphorylase"
24381067.0,
24381105.0,
24387628.0,flowering
24389746.0,"gravitropism, inflorescence, development, gravitropism, gravitropism, inflorescence, development"
24397545.0,"flowering, flowering, leaves, flowering, flowering, flowering, flowering"
24400634.0,yield
2440887.0,
24435212.0,"photosynthesis, leaves, leaves, leaves, leaves"
24465684.0,"flowering, flowering, flowering, flowering, flowering, flowering"
24473076.0,"lignin, biosynthesis, lignin, biosynthesis"
24473899.0,"seed, bZIP, seed, floral, organ, size"
24488960.0,
24488968.0,
2449605.0,
24498020.0,gravitropism
24499933.0,"emergent, space"
24500208.0,
24514905.0,"height, height, height, flowering, height, height, height, height, height"
24524734.0,"shoot, branching, biomass, crown, root, number, biomass, biomass, biomass"
2452963.0,seed
24564817.0,"yield, chromosome, chromosome"
24576457.0,
24578508.0,"cell, shape, cell, shape"
24586488.0,"flowering, flowering, photoperiod, sensitivity, flowering, flowering, flowering, flowering, flowering"
24587335.0,
2458877.0,
24595403.0,
24603432.0,
24607887.0,"flowering, flowering, flowering, flowering"
2461225.0,leaves
24633051.0,
24656337.0,
2466240.0,
24673766.0,
24683184.0,"seed, storage, protein, seed, weight"
24685595.0,"inflorescence, development, ear, development, inflorescence, development"
2470645.0,"protein, synthesis"
24706551.0,"seed, opaque, endosperm"
24706552.0,"photosynthesis, photosynthesis, photosynthesis, photosynthesis, photosynthesis"
24707045.0,"bHLH, bHLH"
24710069.0,"PPDK, PPDK, PPDK, PPDK, PPDK, photosynthesis, PPDK, PPDK"
24718683.0,"stress, response"
24722550.0,
24725255.0,
2472603.0,
24727730.0,"flowering, flowering"
24743518.0,
24747759.0,
2474829.0,
24761964.0,
24767112.0,seed
24777345.0,
24784758.0,"embryogenesis, somatic, embryogenesis, somatic, embryogenesis, somatic, embryogenesis"
24786611.0,chromosome
24790109.0,leaves
2479535.0,
24804793.0,seed
24817160.0,"salt, tolerance, proline, content, salt, tolerance"
24817587.0,phototropism
24823698.0,
2482436.0,
24845624.0,"flowering, bZIP, flowering, flowering, flowering, flowering, flowering, bZIP, flowering, flowering, bZIP"
24846334.0,seed
24847713.0,
24854713.0,"leaf, size, leaf, size, plant, height"
24865494.0,leaves
24869634.0,"leaves, corn, earworm, fall, armyworm, fall, armyworm"
24872380.0,
24885787.0,"stress, response"
24886084.0,"seed, morphological, seed, seed, seed, seed, yield, seed, stearic, acid, content, seed"
24888539.0,chromosome
24893844.0,"SMV, SMV, SMV, SMV, SMV, SMV, SMV, leaves, leaves, leaves, SMV, SMV, SMV, SMV, SMV, SMV"
24898122.0,"color, of, silk, tassel, branch, number"
24902980.0,
24908501.0,"root, development"
24928984.0,"lignin, biosynthesis"
24929517.0,
24939185.0,
24950893.0,"chromosome, chromosome"
24951479.0,"protein, synthesis, protein, synthesis, protein, synthesis"
24962048.0,seed
24966130.0,"seed, male, fertility, male, sterility, male, fertility, seed, male, sterile"
24970866.0,"chromosome, chromosome, chromosome, chromosome, chromosome"
24980907.0,flowering
24987012.0,"leaf, angle, photosynthesis, cell, shape, LA, gravitropism, LA, LA"
2499764.0,
25004933.0,"salt, tolerance"
25005919.0,"flowering, growth, habit"
25009146.0,
25035400.0,"inflorescence, development, yield"
25035406.0,"inflorescence, development"
25053252.0,
25070638.0,
25071797.0,"chromosome, chromosome, chromosome, chromosome, chromosome"
25074550.0,
25082399.0,
25084677.0,seed
25120948.0,"peroxidase, activity, transformation"
25122482.0,seed
25124843.0,"2-hydroxyisoflavanone, synthase"
2515291.0,
25164883.0,
25166276.0,"lignin, biosynthesis"
25190528.0,
2519113.0,
25195692.0,"leaves, leaf, morphology"
25199535.0,seed
25201957.0,
25203637.0,
25222534.0,end
25228689.0,
25230896.0,"branching, branching"
25236445.0,"biomass, yield"
25246578.0,
25258187.0,
25258377.0,"seed, grain, color"
25261982.0,"barley, yellow, dwarf, BYDV, BYDV, BYDV, chromosome, BYDV, BYDV, BYDV"
25271305.0,"biomass, plant, height, chromosome, silking, date, tasseling, date, biomass"
25279696.0,"carbon, fixation, leaves"
25287450.0,"flowering, seed, flowering, flowering, leaves, flowering, flowering"
25316311.0,"soybean, cyst, nematode, SCN, SCN, SCN, SCN, SCN, SCN, SCN, SCN, SCN"
25326723.0,
25341533.0,
25344411.0,"liguleless, liguleless, chromosome, chromosome, liguleless"
25348423.0,
2535522.0,
2535537.0,
25356773.0,"somatic, embryogenesis"
25359728.0,"leaves, branch, angle, leaf, shape"
25369033.0,"seed, seed, coat, color, seed, seed, seed"
25369196.0,
25375861.0,transformation
25385333.0,"seed, seed"
25388988.0,
2540411.0,
25406063.0,
25406544.0,"leaves, leaves, leaves"
25416287.0,
2542939.0,
25452420.0,"chromosome, chromosome, chromosome"
25465405.0,"meristem, determinacy, leaves, branching, plant, height, leaves"
25465407.0,
25474422.0,
25475173.0,flowering
2547608.0,leaves
25482807.0,"seed, beet, armyworm"
2548734.0,end
2548850.0,
2549259.0,
2549381.0,
25494463.0,
25503246.0,"leaf, development"
25504539.0,"seed, chromosome"
25512525.0,"yield, tassel, branch, number, yield, tassel, branch, number, tassel, branch, number"
25516601.0,
25527104.0,end
25527708.0,
25531751.0,chromosome
25532107.0,"grain, yield, leaves, leaves, leaves, leaves"
25549672.0,
2555157.0,
2555179.0,end
2555180.0,
2556710.0,
2556713.0,chromosome
2557990.0,
2557991.0,chromosome
2557992.0,"end, chromosome"
25582570.0,
2559311.0,pigmentation
25595526.0,"sclerotinia, stem, rot, end, chromosome"
25599833.0,
25600571.0,"ADP-glucose, pyrophosphorylase, ADP-glucose, pyrophosphorylase"
25612674.0,"chromosome, chromosome, chromosome, chromosome, chromosome"
25616871.0,"bZIP, bZIP, leaves"
25616873.0,"phyllotaxy, leaves"
25626174.0,
2562763.0,
25636202.0,"cell, membrane, stability"
2563713.0,
25644697.0,
25647576.0,leaves
25652257.0,yield
25652714.0,"root, development, chromosome, root, development"
25653306.0,
2565856.0,"chromosome, chromosome, chromosome"
25663621.0,"phosphatidylethanolamine, binding, phosphatidylethanolamine, binding, flowering"
25679041.0,
25680349.0,"leaves, leaves"
25690715.0,"seed, seed, damping-off, chromosome, soybean, cyst, nematode"
25690716.0,chromosome
25713378.0,
25719542.0,CC
25725436.0,
25733907.0,"chromosome, chromosome, chromosome, chromosome, chromosome, chromosome"
25738957.0,"isoflavone, content, seed, isoflavone, content"
25742625.0,
25756528.0,"chromosome, root, length, bZIP, chromosome"
25764179.0,"leaf, spot, leaf, spot"
25774204.0,
2577507.0,
25775549.0,
25783031.0,
25792252.0,
25794936.0,"seed, seed, seed, seed, seed, seed, seed, seed, seed, seed, yield"
25805314.0,
25806518.0,"submergence, tolerance, submergence, tolerance, submergence, tolerance, chromosome"
2580829.0,"chromosome, chromosome"
2583513.0,
25840559.0,"root, development, root, development, root, development, RTCL, RTCL, yield"
2584183.0,
25845500.0,"vascular, bundle, number, vascular, bundle, number, chromosome, vascular, bundle, number"
25847872.0,"ear, development"
25851237.0,flowering
25859254.0,end
25881062.0,
25884393.0,"yield, grain, yield, chlorophyll, content, root, lodging"
25888589.0,
25895479.0,
25901087.0,seed
25902765.0,"RTCL, LBD, RTCL, LBD, RTCL, RTCL"
25911745.0,"rootless, root, development"
25912045.0,chromosome
25914584.0,"lodging, yield, lodging, growth, habit, LS, chromosome, LS, seed, yield"
25914587.0,"seed, seed, quality"
25918116.0,yield
25922491.0,"plant, height, yield, height, plant, height, plant, height, chromosome, plant, height, plant, height, yield, plant, height, plant, height"
25923975.0,"grain, yield, yield, yield, yield"
25943393.0,morphological
25944100.0,"seed, yield"
25948706.0,"shoot, height"
25966324.0,
25969552.0,chromosome
25988582.0,seed
26017568.0,leaves
26019188.0,
26024520.0,"leaves, photosynthesis, leaves"
26025525.0,"seed, seed, starch, content"
26030746.0,"chromosome, leaves"
26036253.0,
26038364.0,"plant, height, biomass, plant, height, flowering, flowering, flowering, flowering"
26039083.0,
26039468.0,
26042133.0,
26049736.0,"flowering, flowering, flowering"
26063660.0,
26070844.0,
26078720.0,leaves
26081946.0,"yield, chromosome, chromosome, chromosome, chromosome"
26084920.0,"flowering, leaves, leaf, development"
26090679.0,
26093144.0,leaves
26096642.0,"leaves, seed"
26111542.0,"ethylene, response"
26115014.0,seed
26124097.0,chromosome
26134161.0,"flowering, flowering"
26136266.0,
26147461.0,CW
26209554.0,
26220224.0,"anther, exsertion, male, sterile, anther, exsertion, male, sterile, CMS, anther, exsertion"
26220950.0,"drought, tolerance, grain, yield"
26253737.0,"corn, leaf, aphid, corn, leaf, aphid, antibiosis, antixenosis"
26269544.0,"transformation, male, fertility"
26269546.0,"flavone, synthase, leaves"
26276834.0,flowering
2628175.0,
26282053.0,"kernel, development, kernel, development, chromosome, seed, weight, seed"
26284091.0,
2628434.0,"photosynthesis, PEPC, PEPC, end"
26289207.0,
26296964.0,
26303363.0,seed
26305953.0,
26333837.0,"chromosome, chromosome"
26357905.0,
26371882.0,"flowering, flowering, flowering, flowering, flowering"
26373661.0,
26374232.0,
26379694.0,
26381482.0,
26398628.0,"fumonisin, content"
26410301.0,"pigmentation, seed, hilum, seed, seed"
26434719.0,
26440799.0,
26442654.0,"male, sterility, seed, nuclear, male, sterility, male, sterile, male, fertility, seed, seed"
26457425.0,
26462033.0,"aphid, resistance, methyltransferase, activity, chromosome, chromosome"
26463995.0,
26464512.0,
26473199.0,"yield, flowering, drought, tolerance, yield"
26488483.0,"forage, yield"
26488577.0,morphological
26496865.0,"heterosis, flowering"
26509792.0,"leaf, angle, grain, yield, leaf, angle, leaf, angle, leaf, angle, leaf, angle, leaf, angle, leaf, angle, leaf, angle"
26511496.0,chromosome
26518212.0,"floral, organ, identity, organ, identity, flowering"
2651890.0,"leaves, leaves"
26523777.0,"seed, size, seed"
26530038.0,"yield, yield, yield"
26545737.0,"seed, seed, seed, seed, seed, seed"
26553984.0,
26564952.0,
26566917.0,
26593156.0,"leaf, number, flowering, leaves, leaf, number, flowering, leaf, number, flowering, leaves, flowering, leaf, number, leaf, number, flowering, LA, leaf, number"
26620527.0,
26628745.0,
26631490.0,
26643268.0,
2664447.0,
26645456.0,seed
26650613.0,"leaves, transformation"
26659597.0,transformation
26668366.0,"chromosome, chromosome, chromosome"
26672071.0,
26672614.0,
26689855.0,"yield, leaves"
26712829.0,"opaque, endosperm, opaque, endosperm, opaque, endosperm"
26720856.0,"recombination, frequency"
26724806.0,"soybean, looper, corn, earworm, fall, armyworm, velvetbean, caterpillar, antibiosis"
2673545.0,
26745722.0,"male, sterility, male, sterility"
26747286.0,
26748511.0,"chromosome, chromosome, chromosome, chromosome, chromosome, chromosome, chromosome, chromosome, chromosome"
2674946.0,"anthocyanin, pigmentation, anthocyanin, pigmentation"
26754667.0,"biomass, seed, leaf, development, protein, synthesis, biomass"
26764126.0,"seed, seed, embryogenesis"
26767748.0,"internode, elongation, stem, elongation, stem, elongation, internode, elongation, flowering"
26771182.0,"embryogenesis, embryogenesis, seed, embryogenesis, embryogenesis"
26786479.0,"flowering, flowering, yield, seed, flowering, flowering, flowering, flowering, flowering"
26798027.0,seed
